Kanton;Datum und Vorlage;Stimmberechtigte;Abgegebene Stimmen;Beteiligung in %;Gültige Stimmzettel;Ja;Nein;Ja in %
Zürich;18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften;243431;168408;69.2;165008;86645;78363;52.5
Zürich;20.04.1952 Warenumsatzsteuer-Initiative;243212;147151;60.5;143466;30538;112928;21.3
Zürich;30.03.1952 Landwirtschaftsgesetz;243198;172471;70.9;169330;69453;99877;41.0
Zürich;02.03.1952 Bewilligungspflicht für Gasthöfe;242877;137546;56.6;130770;44821;85949;34.3
Zürich;08.07.1951 Öffentliche Unternehmungen und Kosten der Armee;240719;145179;60.3;140065;60363;79702;43.1
Zürich;15.04.1951 Gegenentwurf zur Freigeldinitiative;240188;170769;71.1;163010;100482;57155;63.7
Zürich;15.04.1951 Freigeldinitiative;240188;170769;71.1;163010;31510;129343;19.6
Zürich;25.02.1951 Autotransportordnung;239976;164984;68.8;160199;65251;94948;40.7
Zürich;03.12.1950 Finanzordnung 1951 bis 1954;239158;155433;65.0;150525;106706;43819;70.9
Zürich;03.12.1950 Wahl des Nationalrates;239158;155433;65.0;142448;84314;58134;59.2
Zürich;01.10.1950 Verhinderung der Spekulation;237926;132639;55.7;126644;48695;77949;38.5
Zürich;04.06.1950 Neuordnung Finanzhaushalt;237415;152117;64.1;147870;37438;110432;25.3
Zürich;29.01.1950 Förderung Wohnbautätigkeit;236882;156593;66.1;153177;84324;68853;55.1
Zürich;11.12.1949 Dienstverhältnis Bundesbeamte;236567;178727;75.6;175162;99698;75464;56.9
Zürich;11.09.1949 Rückkehr zur direkten Demokratie;235581;164406;69.8;153074;77916;75158;50.9
Zürich;22.05.1949 Bekämpfung der Tuberkulose;234676;162326;69.2;157153;54943;102210;35.0
Zürich;22.05.1949 Nationalbankartikel;234676;162326;69.2;148749;62365;86384;41.9
Zürich;14.03.1948 Ordnung der Zuckerwirtschaft;232123;158376;68.2;153848;51784;102064;33.7
Zürich;06.07.1947 Gesetz über die AHV;229545;195219;85.0;193804;170963;22841;88.2
Zürich;06.07.1947 Revision Wirtschaftsartikel;229545;195219;85.0;189851;81197;108654;42.8
Zürich;18.05.1947 Wirtschaftsreform und Rechte der Arbeit;229108;147531;64.4;141916;54305;87611;38.3
Zürich;08.12.1946 Recht auf Arbeit;227884;123452;54.2;116529;36942;79587;31.7
Zürich;10.02.1946 Gütertransportordnung;224295;167038;74.5;163014;68052;94962;41.7
Zürich;25.11.1945 Für die Familie;223567;130653;58.4;123740;92346;31394;74.6
Zürich;21.01.1945 Gesetz über die Bundesbahnen;220625;136285;61.8;132841;85997;46844;64.7
Zürich;29.10.1944 Unlauterer Wettbewerb;219566;128645;58.6;123807;52633;71174;42.5
Zürich;03.05.1942 Reorganisation des Nationalrates;212113;128863;60.8;121730;51335;70395;42.2
Zürich;25.01.1942 Volkswahl Bundesrat;211956;142434;67.2;139202;53882;85320;38.7
Zürich;09.03.1941 Neuordnung Alkoholwesen;209513;127802;61.0;123983;34062;89921;27.5
Zürich;01.12.1940 Vorunterricht in der Armee;208812;143102;68.5;139513;79186;60327;56.8
Zürich;03.12.1939 Dienstverhältnis und Versicherung Bundespersonal;206267;139018;67.4;134616;51726;82890;38.4
Zürich;04.06.1939 Armee und Arbeitslosigkeit;204176;122297;59.9;117206;94933;22273;81.0
Zürich;22.01.1939 Einschränkung Dringlichkeitsklausel;202407;130487;64.5;116100;81658;34442;70.3
Zürich;22.01.1939 Verfassungsgerichtsbarkeit;202407;130487;64.5;113763;40547;73216;35.6
Zürich;27.11.1938 Übergangsordnung Finanzhaushalt;201962;129417;64.1;122261;96564;25697;79.0
Zürich;03.07.1938 Strafgesetzbuch;199972;122713;61.4;116471;84754;31717;72.8
Zürich;20.02.1938 Private Rüstungsindustrie (Gegenentwurf);199162;127833;64.2;110887;77418;26423;74.6
Zürich;20.02.1938 Private Rüstungsindustrie (Initiative);199162;127833;64.2;110887;14890;71202;17.3
Zürich;20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte;199162;127833;64.2;108218;19271;88947;17.8
Zürich;20.02.1938 Rätoromanisch als Nationalsprache;199162;127833;64.2;120917;112578;8339;93.1
Zürich;28.11.1937 Verbot der Freimaurerei;197889;141352;71.4;136220;38000;98220;27.9
Zürich;08.09.1935 Initiative für die Totalrevision der Bundesverfassung;195289;136929;70.1;133298;24849;108449;18.6
Zürich;02.06.1935 Bekämpfung der Wirtschaftskrise;195415;165785;84.8;162841;79999;82842;49.1
Zürich;05.05.1935 Verkehrsteilungsgesetz;195362;139876;71.6;134875;48964;85911;36.3
Zürich;24.02.1935 Neuordnung der militärischen Ausbildung;194948;160587;82.4;157690;92252;65438;58.5
Zürich;11.03.1934 Schutz der öffentlichen Ordnung;192702;155822;80.9;153503;68119;85384;44.4
Zürich;28.05.1933 Herabsetzung Löhne Bundespersonal;189631;161398;85.1;158929;68073;90856;42.8
Zürich;06.12.1931 Besteuerung des Tabaks;185214;138328;74.7;134601;85015;49586;63.2
Zürich;06.12.1931 Gesetz über die AHV;185214;138328;74.7;134404;77219;57185;57.5
Zürich;15.03.1931 Amtsdauer von Bundesbehörden;180181;126505;70.2;118535;53417;65118;45.1
Zürich;15.03.1931 Wahl des Nationalrats;180181;126505;70.2;118076;53893;64183;45.6
Zürich;08.02.1931 Ordensverbot;179598;93596;52.1;83983;71036;12947;84.6
Zürich;06.04.1930 Alkoholwesen;176315;126270;71.6;123716;88268;35448;71.3
Zürich;12.05.1929 Branntweinverbot;172327;131481;76.3;128854;60414;68440;46.9
Zürich;12.05.1929 Gesetzgebung Strassenverkehr;172327;127441;74.0;121334;61791;59543;50.9
Zürich;03.03.1929 Zolltarifgesetz;169831;112436;66.2;105601;60179;45422;57.0
Zürich;03.03.1929 Getreideversorgung (Gegenentwurf);169831;112436;66.2;107927;61617;45140;57.7
Zürich;03.03.1929 Getreideversorgung (Initiative);169831;112436;66.2;107927;2666;104344;2.5
Zürich;02.12.1928 Erhaltung der Kursäle;169069;104753;62.0;99868;51824;48044;51.9
Zürich;20.05.1928 Massnahmen gegen die Überfremdung;165510;94322;57.0;86707;73500;13207;84.8
Zürich;15.05.1927 Automobil- und Fahrradverkehr;158725;100569;63.4;95098;35107;59991;36.9
Zürich;15.05.1927 Entschädigung an Kantone für Alpenstrassen;158725;97434;61.4;88650;61211;27439;69.0
Zürich;05.12.1926 Getreideversorgung;157010;118042;75.2;115182;61658;53524;53.5
Zürich;06.12.1925 Bundesbeschluss betreffend die AHV;152571;106916;70.1;104481;77544;26937;74.2
Zürich;25.10.1925 Aufenthalt und Niederlassung Ausländer;152365;107901;70.8;96200;67258;28942;69.9
Zürich;24.05.1925 Initiative für die AHV/IV;150780;109944;72.9;106182;57517;48665;54.2
Zürich;17.02.1924 Fabrikgesetz;145818;124269;85.2;122559;41964;80595;34.2
Zürich;03.06.1923 Alkoholwesen;142596;99386;69.7;95734;52072;43662;54.4
Zürich;15.04.1923 Zollinitiative;141972;108347;76.3;106135;35612;70523;33.6
Zürich;18.02.1923 Abkommen mit Frankreich zu Hochsavoyen;141721;104810;74.0;100383;5704;94679;5.7
Zürich;18.02.1923 Schutzhaft-Initiative;141721;103910;73.3;98652;9331;89321;9.5
Zürich;03.12.1922 Einmalige Vermögensabgabe;141599;122215;86.3;119986;19848;100138;16.5
Zürich;24.09.1922 Innere Sicherheit und bedingter Strafvollzug;140536;115143;81.9;113226;48402;64824;42.7
Zürich;11.06.1922 Wählbarkeit der Bundesbeamten;140619;76386;54.3;70107;28563;41544;40.7
Zürich;11.06.1922 Ausweisung von Ausländern;140619;76386;54.3;70048;30075;39973;42.9
Zürich;11.06.1922 Einbürgerungswesen;140619;76386;54.3;69142;10464;58678;15.1
Zürich;22.05.1921 Artikel über die Luftschiffahrt;139387;79038;56.7;69750;44898;24852;64.4
Zürich;22.05.1921 Artikel über den Automobil- und Fahrradverkehr;139387;79681;57.2;71999;48047;23952;66.7
Zürich;30.01.1921 Aufhebung der Militärjustiz;138731;107386;77.4;104541;39082;65459;37.4
Zürich;30.01.1921 Staatsvertragsreferendum;138731;107386;77.4;99501;55535;43966;55.8
Zürich;31.10.1920 Arbeitszeit bei den Eisenbahnen;138404;108854;78.6;106614;72873;33741;68.4
Zürich;16.05.1920 Beitritt zum Völkerbund;137307;115607;84.2;113285;46387;66898;40.9
Zürich;21.03.1920 Gegenentwurf zur Spielbanken-Initiative;136884;91304;66.7;77131;12944;64187;16.8
Zürich;21.03.1920 Verbot der Spielbanken;136884;91304;66.7;80450;52571;27879;65.3
Zürich;21.03.1920 Ordnung des Arbeitsverhältnisses;136884;91304;66.7;82145;46490;35655;56.6
Zürich;10.08.1919 Wahlen in den National- und Bundesrat;135928;67675;49.8;60279;40885;19394;67.8
Zürich;04.05.1919 Ausserordentliche Kriegssteuer;135386;95987;70.9;90665;51859;38806;57.2
Zürich;04.05.1919 Artikel über die Schiffahrt;135386;95987;70.9;89639;81353;8286;90.8
Zürich;13.10.1918 Proporzwahl des Nationalrates;133350;86832;65.1;82904;57157;25747;68.9
Zürich;02.06.1918 Initiative für die direkte Bundessteuer;132673;97636;73.6;95379;58098;37281;60.9
Zürich;13.05.1917 Stempelabgaben;126832;76644;60.4;69840;41158;28682;58.9
Zürich;06.06.1915 Einmalige Kriegssteuer;117075;78231;66.8;75551;71726;3825;94.9
Zürich;25.10.1914 Gerichtsbarkeit;115533;59677;51.7;45117;33072;12045;73.3
Zürich;04.05.1913 Krankheitsbekämpfung;113200;64537;57.0;55481;37451;18030;67.5
Zürich;04.02.1912 Kranken- und Unfallversicherung;111942;88497;79.1;86839;55151;31688;63.5
Zürich;23.10.1910 Proporzwahl des Nationalrates;109197;85588;78.4;82815;40838;41977;49.3
Zürich;25.10.1908 Wasserkraft und Elektrizität;106863;77120;72.2;70213;65739;4474;93.6
Zürich;05.07.1908 Absinthverbot;106351;63338;59.6;58082;44104;13978;75.9
Zürich;05.07.1908 Gewerbewesen;106351;63338;59.6;49957;39414;10543;78.9
Zürich;03.11.1907 Militärorganisation;105637;92581;87.6;91508;58431;33077;63.9
Zürich;10.06.1906 Lebensmittelngesetz;102305;69604;68.0;66893;38800;28093;58.0
Zürich;19.03.1905 Ausdehnung des Erfinderschutzes;100283;53311;53.2;42185;31422;10763;74.5
Zürich;25.10.1903 Alkoholartikel;98599;64360;65.3;57822;24729;33093;42.8
Zürich;25.10.1903 Wahl des Nationalrates;98599;64360;65.3;57524;8025;49499;14.0
Zürich;25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen;98599;64360;65.3;58125;18484;39641;31.8
Zürich;15.03.1903 Zolltarifgesetz;98480;80946;82.2;79680;53493;26187;67.1
Zürich;23.11.1902 Unterstützung der Primarschule;97696;58384;59.8;52075;41336;10739;79.4
Zürich;04.11.1900 Volkswahl Bundesrat;97002;66934;69.0;60316;16910;43406;28.0
Zürich;04.11.1900 Proporzwahl des Nationalrates;97002;66635;68.7;59405;18874;40531;31.8
Zürich;20.05.1900 Kranken-, Unfall- und Militärversicherung;97595;78916;80.9;76420;27302;49118;35.7
Zürich;13.11.1898 Strafrechtseinheit;96571;68888;71.3;61319;49142;12177;80.1
Zürich;13.11.1898 Zivilrechtseinheit;96571;68888;71.3;61018;48616;12402;79.7
Zürich;20.02.1898 Schweiz. Bundesbahnen;95779;84959;88.7;83752;69859;13893;83.4
Zürich;11.07.1897 Lebensmittelpolizei;94511;52428;55.5;36983;30654;6329;82.9
Zürich;11.07.1897 Wasserbau- und Forstpolizei;94511;52428;55.5;36680;29921;6759;81.6
Zürich;28.02.1897 Schweizerische Bundesbank;93807;71300;76.0;66131;36954;29177;55.9
Zürich;04.10.1896 Disciplinarstrafordnung der Armee;93227;66593;71.4;57864;17640;40224;30.5
Zürich;04.10.1896 Eisenbahnenrechnungsgesetz;93227;66597;71.4;60335;42967;17368;71.2
Zürich;04.10.1896 Viehhandelsgesetz;93227;66537;71.4;55349;26962;28387;48.7
Zürich;03.11.1895 Militärartikel;90109;70381;78.1;65840;41195;24645;62.6
Zürich;29.09.1895 Zündhölzchenmonopol;89212;59900;67.1;52687;41758;10929;79.3
Zürich;03.02.1895 Gesandtschaftsgesetz;89084;56441;63.4;47592;18377;29215;38.6
Zürich;04.11.1894 Zollinitiative;88972;70248;79.0;67134;9860;57274;14.7
Zürich;03.06.1894 Recht auf Arbeit;87988;64533;73.3;60687;16307;44380;26.9
Zürich;04.03.1894 Vorschriften für das Gewerbe;87247;58962;67.6;44500;33377;11123;75.0
Zürich;20.08.1893 Schächtverbot;86333;60821;70.4;54858;47146;7712;85.9
Zürich;06.12.1891 Rückkauf der Centralbahn;80317;...;...;63952;13900;50052;21.7
Zürich;18.10.1891 Zolltarifgesetz;...;65423;...;59936;43550;16386;72.7
Zürich;18.10.1891 Banknotenmonopol;...;65323;...;59004;49336;9668;83.6
Zürich;05.07.1891 Einführung der Volksinitiative;80317;60001;74.7;50156;27419;22737;54.7
Zürich;15.03.1891 Pensionsgesetz;80403;68147;84.8;66047;17918;48129;27.1
Zürich;26.10.1890 Unfall- und Krankenversicherung;79827;61921;77.6;51658;43756;7902;84.7
Zürich;17.11.1889 Schuldbetreibung und Konkurs;78708;66206;84.1;63368;48452;14916;76.5
Zürich;10.07.1887 Erfindungsschutz;76159;51755;68.0;43241;34859;8382;80.6
Zürich;15.05.1887 Alkoholmonopol;76215;59348;77.9;59348;50938;8410;85.8
Zürich;25.10.1885 Alkoholregelung;...;52912;...;52912;31219;21693;59.0
Zürich;11.05.1884 Gesandtschaft in Washington;74543;54115;72.6;46115;25852;20263;56.1
Zürich;11.05.1884 Bundesstrafrecht (Stabio Artikel);74543;54115;72.6;46272;29327;16945;63.4
Zürich;11.05.1884 Patenttaxen der Handelsreisenden;74543;54115;72.6;46673;30860;15813;66.1
Zürich;11.05.1884 Organisation des Justiz- und Polizeidepartements;74543;54115;72.6;46309;27626;18683;59.7
Zürich;26.11.1882 Schulsekretär;...;...;...;58245;20520;37725;35.2
Zürich;30.07.1882 Epidemiengesetz;...;...;...;52786;18077;34709;34.2
Zürich;30.07.1882 Erfindungsschutz;...;...;...;49484;31948;17536;64.6
Zürich;31.10.1880 Banknotenmonopol;...;...;...;56844;25686;31158;45.2
Zürich;18.05.1879 Wiedereinführung der Todesstrafe;73646;...;...;55703;19243;36460;34.5
Zürich;19.01.1879 Subvention der Alpenbahnen;73904;...;...;61539;46319;15220;75.3
Zürich;21.10.1877 Politische Rechte;...;...;...;50394;30505;19889;60.5
Zürich;21.10.1877 Militärpflichtersatz;...;...;...;52707;38520;14187;73.1
Zürich;21.10.1877 Fabrikgesetz;...;...;...;52935;26443;26492;50.0
Zürich;09.07.1876 Militärpflichtersatzsteuer;...;...;...;50804;36443;14361;71.7
Zürich;23.04.1876 Banknotengesetz;...;...;...;45747;32167;13580;70.3
Zürich;23.05.1875 Politisches Stimmrecht;...;...;...;54355;40312;14043;74.2
Zürich;23.05.1875 Zivilstand und Ehe;...;...;...;54929;41867;13062;76.2
Zürich;19.04.1874 Totalrevision;...;...;...;65295;61779;3516;94.6
Zürich;12.05.1872 Totalrevision;...;...;...;61293;49830;11463;81.3
Zürich;14.01.1866 Lotterie und Hasardspiele;...;...;...;29544;27391;2153;92.7
Zürich;14.01.1866 Schutz des geistigen Eigentums;...;...;...;29514;27429;2085;92.9
Zürich;14.01.1866 Ausschliessung Strafarten;...;...;...;29570;25125;4445;85.0
Zürich;14.01.1866 Glaubens- und Kultusfreiheit;...;...;...;29653;27077;2576;91.3
Zürich;14.01.1866 Stimmrecht in kantonalen Angelegenheiten;...;...;...;29718;28268;1450;95.1
Zürich;14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen;...;...;...;29548;27538;2010;93.2
Zürich;14.01.1866 Stimmrecht in Gemeindeangelegenheiten;...;...;...;29710;27567;2143;92.8
Zürich;14.01.1866 Gleichstellung der Juden;...;...;...;29683;27808;1875;93.7
Zürich;14.01.1866 Mass und Gewicht;...;...;...;29257;26742;2515;91.4
Bern / Berne;24.09.2017 Reform der Altersvorsorge;735005;333537;45.4;330007;165019;164988;50.0
Bern / Berne;24.09.2017 Zusatzfinanzierung der AHV;735005;333538;45.4;330535;175035;155500;53.0
Bern / Berne;24.09.2017 Ernährungssicherheit;735005;333539;45.4;325405;247293;78112;76.0
Bern / Berne;21.05.2017 Energiegesetz;733996;301445;41.1;299022;166089;132933;55.5
Bern / Berne;12.02.2017 Unternehmenssteuerreform III;732658;318297;43.4;309970;97798;212172;31.6
Bern / Berne;12.02.2017 Fonds für die Nationalstrassen und den Agglomerationsverkehr;732658;318299;43.4;310613;183610;127003;59.1
Bern / Berne;12.02.2017 Erleichterte Einbürgerung der dritten Ausländergeneration;732658;318300;43.4;316382;195868;120514;61.9
Bern / Berne;27.11.2016 Atomausstiegsinitiative;732704;318610;43.5;316539;139516;177023;44.1
Bern / Berne;25.09.2016 Nachrichtendienstgesetz;732699;295960;40.4;288746;190299;98447;65.9
Bern / Berne;25.09.2016 Initiative «AHVplus: für eine starke AHV»;732699;295960;40.4;292926;116671;176255;39.8
Bern / Berne;25.09.2016 Initiative «Grüne Wirtschaft»;732699;295961;40.4;291870;109033;182837;37.4
Bern / Berne;05.06.2016 Asylgesetz;731290;331634;45.3;324667;222595;102072;68.6
Bern / Berne;05.06.2016 Fortpflanzungsmedizingesetz;731290;331646;45.4;318757;179806;138951;56.4
Bern / Berne;05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»;731290;331579;45.3;325583;95993;229590;29.5
Bern / Berne;05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»;731290;331582;45.3;328701;78116;250585;23.8
Bern / Berne;05.06.2016 Initiative «Pro Service public»;731290;331585;45.3;324652;107733;216919;33.2
Bern / Berne;28.02.2016 Sanierung Gotthard-Strassentunnel;730450;449801;61.6;440947;254345;186602;57.7
Bern / Berne;28.02.2016 Initiative gegen die Spekulation mit Nahrungsmitteln;730450;449765;61.6;432835;179297;253538;41.4
Bern / Berne;28.02.2016 Durchsetzungsinitiative;730450;449927;61.6;445318;178765;266553;40.1
Bern / Berne;28.02.2016 Initiative gegen die Heiratsstrafe;730450;449836;61.6;437986;202291;235695;46.2
Bern / Berne;14.06.2015 Radio- und Fernsehengesetz (Radio- und Fernsehgehabgabe);727478;289141;39.7;284359;140295;144064;49.3
Bern / Berne;14.06.2015 Initiative «Millionen-Erbschaften besteuern»;727478;289143;39.7;285628;101808;183820;35.6
Bern / Berne;14.06.2015 Stipendieninitiative;727478;289126;39.7;280906;74977;205929;26.7
Bern / Berne;14.06.2015 Fortpflanzungsmedizin und Gentechnologie im Humanbereich;727478;289123;39.7;280343;159951;120392;57.1
Bern / Berne;08.03.2015 Initiative «Energie- statt Mehrwertsteuer»;726759;281646;38.8;279301;23844;255457;8.5
Bern / Berne;08.03.2015 Initiative «Steuerfreie Kinderzulagen»;726759;281641;38.8;279340;57637;221703;20.6
Bern / Berne;30.11.2014 Gold-Initiative;726452;346637;47.7;339435;73376;266059;21.6
Bern / Berne;30.11.2014 Initiative «Stopp der Überbevölkerung (ECOPOP)»;726452;346639;47.7;343350;86182;257168;25.1
Bern / Berne;30.11.2014 Initiative zur Abschaffung der Pauschalbesteuerung;726452;346640;47.7;341918;150188;191730;43.9
Bern / Berne;28.09.2014 Initiative «Für eine öffentliche Krankenkasse»;725925;317873;43.8;315029;121713;193316;38.6
Bern / Berne;28.09.2014 Initiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»;725925;317876;43.8;311699;83527;228172;26.8
Bern / Berne;18.05.2014 Beschaffung des Kampfflugzeugs Gripen;724427;387011;53.4;380849;187043;193806;49.1
Bern / Berne;18.05.2014 Mindestlohn-Initiative;724427;387010;53.4;381641;90929;290712;23.8
Bern / Berne;18.05.2014 Initiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»;724427;386989;53.4;377117;215514;161603;57.1
Bern / Berne;18.05.2014 Medizinische Grundversorgung;724427;386990;53.4;373587;334232;39355;89.5
Bern / Berne;09.02.2014 Initiative «Gegen Masseneinwanderung»;724046;396658;54.8;391686;200025;191661;51.1
Bern / Berne;09.02.2014 Initiative «Abtreibungsfinanzierung ist Privatsache»;724046;396660;54.8;390446;125235;265211;32.1
Bern / Berne;09.02.2014 Finanzierung und Ausbau der Eisenbahninfrastruktur;724046;396660;54.8;388042;223479;164563;57.6
Bern / Berne;24.11.2013 Nationalstrassenabgabegesetz (NSAG);722827;381518;52.8;375999;148884;227115;39.6
Bern / Berne;24.11.2013 Familieninitiative;722827;381480;52.8;375817;162503;213314;43.2
Bern / Berne;24.11.2013 Initiative «1:12 - für gerechte Löhne»;722827;381513;52.8;375940;142828;233112;38.0
Bern / Berne;22.09.2013 Liberalisierung der Öffnungszeiten von Tankstellenshops;722153;323280;44.8;317573;169621;147952;53.4
Bern / Berne;22.09.2013 Epidemiengesetz;722153;323278;44.8;316019;173511;142508;54.9
Bern / Berne;22.09.2013 Aufhebung der Wehrpflicht;722153;323281;44.8;320182;78947;241235;24.7
Bern / Berne;09.06.2013 Asylgesetz;721090;264163;36.6;259364;208695;50669;80.5
Bern / Berne;09.06.2013 «Volkswahl des Bundesrates»;721090;264182;36.6;262622;54519;208103;20.8
Bern / Berne;03.03.2013 Raumplanungsgesetz;720162;312620;43.4;306215;204651;101564;66.8
Bern / Berne;03.03.2013 Initiative «gegen die Abzockerei»;720162;312620;43.4;308168;216810;91358;70.4
Bern / Berne;03.03.2013 Familienpolitik;720162;312622;43.4;307508;151973;155535;49.4
Bern / Berne;25.11.2012 Tierseuchengesetz;719780;185201;25.7;181721;122657;59064;67.5
Bern / Berne;23.09.2012 «Schutz vor Passivrauchen»;719304;295467;41.1;291483;88292;203191;30.3
Bern / Berne;23.09.2012 «Sicheres Wohnen im Alter»;719304;295407;41.1;288705;119145;169560;41.3
Bern / Berne;23.09.2012 Jugendmusikförderung;719304;295452;41.1;288099;205984;82115;71.5
Bern / Berne;17.06.2012 Krankenversicherungsgesetz (Managed Care);717995;251351;35.0;246439;70526;175913;28.6
Bern / Berne;17.06.2012 Initiative «Staatsverträge vors Volk!»;717995;251354;35.0;247851;56020;191831;22.6
Bern / Berne;17.06.2012 «Eigene vier Wände dank Bausparen»;717995;251357;35.0;246592;57918;188674;23.5
Bern / Berne;11.03.2012 Buchpreisbindung;717009;294385;41.1;281878;115925;165953;41.1
Bern / Berne;11.03.2012 Regelung der Geldspiele zugunsten gemeinnütziger Zwecke;717009;294388;41.1;282546;246253;36293;87.2
Bern / Berne;11.03.2012 6 Wochen Ferien für alle;717009;294415;41.1;291209;91543;199666;31.4
Bern / Berne;11.03.2012 Für ein steuerlich begünstigtes Bausparen;717009;294409;41.1;284003;101731;182272;35.8
Bern / Berne;11.03.2012 Schluss mit uferlosem Bau von Zweitwohnungen!;717009;294425;41.1;289609;159106;130503;54.9
Bern / Berne;13.02.2011 Waffeninitiative;710987;376365;52.9;373959;152348;221611;40.7
Bern / Berne;28.11.2010 Steuergerechtigkeits-Initiative;710648;361061;50.8;348766;169348;179418;48.6
Bern / Berne;28.11.2010 Gegenentwurf zur Ausschaffungsinitiative;710648;361246;50.8;360240;162173;187781;46.3
Bern / Berne;28.11.2010 Ausschaffungsinitiative;710648;361246;50.8;360240;191240;164888;53.7
Bern / Berne;26.09.2010 Revision des Arbeitslosenversicherungsgesetzes;710691;246245;34.6;243663;132126;111537;54.2
Bern / Berne;07.03.2010 Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes;707615;303155;42.8;297184;81379;215805;27.4
Bern / Berne;07.03.2010 Tierschutzanwalt-Initiative;707615;303158;42.8;299111;90996;208115;30.4
Bern / Berne;07.03.2010 Forschung am Menschen;707615;303154;42.8;292493;220535;71958;75.4
Bern / Berne;29.11.2009 Verbot von Minaretten;707025;367978;52.0;363442;221082;142360;60.8
Bern / Berne;29.11.2009 Verbot von Kriegsmaterial-Exporten;707025;368062;52.1;360240;106940;253300;29.7
Bern / Berne;29.11.2009 Spezialfinanzierung für Aufgaben im Luftverkehr;707025;368070;52.1;341550;224815;116735;65.8
Bern / Berne;27.09.2009 Verzicht auf die Einführung der allgemeinen Volksinitiative;706767;281798;39.9;265438;184525;80913;69.5
Bern / Berne;27.09.2009 IV-Zusatzfinanzierung;706767;281790;39.9;279141;151331;127810;54.2
Bern / Berne;17.05.2009 Biometrische Pässe;704854;252455;35.8;246273;122134;124139;49.6
Bern / Berne;17.05.2009 Verfassungsartikel zur Komplementärmedizin;704854;252454;35.8;249371;166997;82374;67.0
Bern / Berne;08.02.2009 Personenfreizügigkeit Schweiz-EU;703313;324384;46.1;322134;202569;119565;62.9
Bern / Berne;30.11.2008 Betäubungsmittelgesetz;702946;304214;43.3;293951;203533;90418;69.2
Bern / Berne;30.11.2008 Hanfinitiative;702946;304188;43.3;297299;115619;181680;38.9
Bern / Berne;30.11.2008 Verbandsbeschwerderechts-Initiative;702946;304200;43.3;293014;86845;206169;29.6
Bern / Berne;30.11.2008 Initiative für ein flexibles AHV-Alter;702946;304200;43.3;300187;116697;183490;38.9
Bern / Berne;30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern;702946;304193;43.3;298304;145388;152916;48.7
Bern / Berne;01.06.2008 Gesundheitsartikel;702599;292630;41.6;283364;91636;191728;32.3
Bern / Berne;01.06.2008 Initiative «gegen Behördenprogaganda»;702599;292620;41.6;285329;65937;219392;23.1
Bern / Berne;01.06.2008 Einbürgerungsinitiative;702599;292648;41.7;290136;106571;183565;36.7
Bern / Berne;24.02.2008 Unternehmenssteuerreform II;701599;232152;33.1;224853;109253;115600;48.6
Bern / Berne;24.02.2008 Initiative gegen Kampfjetlärm;701599;232227;33.1;229034;78080;150954;34.1
Bern / Berne;17.06.2007 5. IV-Revision;699548;219265;31.3;216547;127596;88951;58.9
Bern / Berne;11.03.2007 Einheitskrankenkasse;698194;280129;40.1;278050;83687;194363;30.1
Bern / Berne;26.11.2006 Familienzulagen;697168;289985;41.6;286602;209398;77204;73.1
Bern / Berne;26.11.2006 Ostzusammenarbeit;697168;290122;41.6;285769;158004;127765;55.3
Bern / Berne;24.09.2006 Asylgesetz;696731;310608;44.6;306973;209900;97073;68.4
Bern / Berne;24.09.2006 Ausländergesetz;696731;310640;44.6;306984;211309;95675;68.8
Bern / Berne;24.09.2006 KOSA-Initiative;696731;310623;44.6;303548;129022;174526;42.5
Bern / Berne;21.05.2006 Bildungsartikel;694636;141031;20.3;139959;130036;9923;92.9
Bern / Berne;27.11.2005 Sonntagsarbeit;692985;267285;38.6;264227;138021;126206;52.2
Bern / Berne;27.11.2005 Gentechfrei-Initiative;692985;267276;38.6;263473;151434;112039;57.5
Bern / Berne;25.09.2005 Ausdehnung der Personenfreizügigkeit;692461;323437;46.7;321171;193525;127646;60.3
Bern / Berne;05.06.2005 Partnerschaftsgesetz;690777;358320;51.9;352405;204664;147741;58.1
Bern / Berne;05.06.2005 Abkommen zu Schengen und Dublin;690777;358387;51.9;354695;201633;153062;56.8
Bern / Berne;28.11.2004 Stammzellenforschungsgesetz;689155;249097;36.1;243280;150031;93249;61.7
Bern / Berne;28.11.2004 Neue Finanzordnung;689155;249096;36.1;239226;189010;50216;79.0
Bern / Berne;28.11.2004 Neugestaltung Finanzausgleich;689155;249095;36.1;240474;173863;66611;72.3
Bern / Berne;26.09.2004 Erwerbsersatz für Dienstleistende und bei Mutterschaft;688445;355546;51.6;352495;193647;158848;54.9
Bern / Berne;26.09.2004 Postdienst für alle;688445;355551;51.6;346703;167093;179610;48.2
Bern / Berne;26.09.2004 Bürgerrechtserwerb für die dritte Generation;688445;355589;51.7;352714;180516;172198;51.2
